fuel_type_code,station_name,street_address,city,state_abbr,zip,status_code,groups_with_access_code,access_days_time,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,latitude,longitude,ev_pricing,county,geoid
ELEC,Lodi Public Library,201 W Locust St,Lodi,CA,95240,E,Public,24 hours daily,,1,,38.137038,-121.275506,Free,San Joaquin,06077
ELEC,Japan Center Garage,1610 Geary Blvd,San Francisco,CA,94115,E,Public,24 hours daily; pay lot,,,,37.784912,-122.430237,,San Mateo,06081
ELEC,Japan Center Garage,1610 Geary Blvd,San Francisco,CA,94115,E,Public,24 hours daily; pay lot,,,,37.784912,-122.430237,,San Francisco,06075
ELEC,Palace Hotel,2 New Montgomery St,San Francisco,CA,94105,E,Public,24 hours daily,,1,,37.78881,-122.401,$7 per session,San Mateo,06081
ELEC,Palace Hotel,2 New Montgomery St,San Francisco,CA,94105,E,Public,24 hours daily,,1,,37.78881,-122.401,$7 per session,San Francisco,06075
ELEC,Mark Hopkins InterContinental Hotel,999 California St,San Francisco,CA,94108,E,Public,24 hours daily; for guest use only; see valet for access,,1,,37.791791,-122.411265,,San Mateo,06081
ELEC,Mark Hopkins InterContinental Hotel,999 California St,San Francisco,CA,94108,E,Public,24 hours daily; for guest use only; see valet for access,,1,,37.791791,-122.411265,,San Francisco,06075
ELEC,Hotel Sofitel,8555 Beverly Blvd,Los Angeles,CA,90048,E,Public,24 hours daily; for guest use only; see valet for access,,2,,34.076264,-118.377527,Free,Los Angeles,06037
ELEC,Music Center Parking - Level 2,135 N Grand Ave,Los Angeles,CA,90012,E,Public,"Garage business hours; pay lot; keypad activated, instructions on EVSE",,3,,34.057657,-118.24789,Free,Los Angeles,06037
ELEC,Balboa Golf Course,16821 Burbank Blvd,Encino,CA,91436,E,Public,24 hours daily,,1,,34.169242,-118.497212,,Los Angeles,06037
ELEC,California State University - Northridge,18111 Nordhoff St,Northridge,CA,91330,E,Public,24 hours daily; parking permit required,,2,,34.248959,-118.523887,Free,Los Angeles,06037
ELEC,California State University - Northridge,18111 Nordhoff St,Northridge,CA,91330,E,Public,24 hours daily; parking permit required,,2,,34.241687,-118.528543,Free; parking is $8 per day.,Los Angeles,06037
ELEC,California State University - Northridge,18111 Nordhoff St,Northridge,CA,91330,E,Public,24 hours daily; parking permit required,,4,,34.236853,-118.532588,Free,Los Angeles,06037
ELEC,Northridge Metrolink Station,8775 Wilbur Ave,Northridge,CA,91324,E,Public,24 hours daily,,4,,34.229277,-118.544827,,Los Angeles,06037
ELEC,Los Angeles Harbor Department Headquarters,425 S Palos Verdes St,San Pedro,CA,90731,E,Public,8am-5pm daily,,4,,33.740758,-118.28192,Free,Los Angeles,06037
ELEC,Sylmar Metrolink Station,Village Way Dr,San Fernando,CA,91342,E,Public,24 hours daily,,4,,34.2924134,-118.4497914,Free,Los Angeles,06037
ELEC,Getty Center,1200 Getty Center Dr,Los Angeles,CA,90049,E,Public,Garage business hours; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,12,16,,34.077588,-118.474585,Free,Los Angeles,06037
ELEC,Los Angeles County - Arboretum,301 N Baldwin Ave,Arcadia,CA,91007,E,Public,24 hours daily,,3,,34.145528,-118.050548,$0.30 per kWh; $0.45 per kWh from 4pm-9pm,Los Angeles,06037
ELEC,City of Glendora - City Hall,114 S Vista Bonita Ave,Glendora,CA,91741,E,Public,5am-2am daily,,3,,34.13556,-117.864,Free,Los Angeles,06037
ELEC,DoubleTree Hotel - Los Angeles - Westside,6161 Centinela Ave,Culver City,CA,90230,E,Public,24 hours daily; guest use only,,2,,33.9826,-118.3966,Free,Los Angeles,06037
ELEC,Helms Bakery Building,8800 Venice Blvd,Los Angeles,CA,90034,E,Public,24 hours daily,,6,,34.029971,-118.385231,$1 per hour for first two hours; $3 per hour thereafter,Los Angeles,06037
ELEC,Westfield MainPlace Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12am daily,,6,,33.777054,-117.870566,Free,Orange,51137
ELEC,Westfield MainPlace Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12am daily,,6,,33.777054,-117.870566,Free,Orange,50017
ELEC,Westfield MainPlace Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12am daily,,6,,33.777054,-117.870566,Free,Orange,48361
ELEC,Westfield MainPlace Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12am daily,,6,,33.777054,-117.870566,Free,Orange,37135
ELEC,Westfield MainPlace Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12am daily,,6,,33.777054,-117.870566,Free,Orange,36071
ELEC,Westfield MainPlace Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12am daily,,6,,33.777054,-117.870566,Free,Orange,18117
ELEC,Westfield MainPlace Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12am daily,,6,,33.777054,-117.870566,Free,Orange,12095
ELEC,Westfield MainPlace Mall,2800 N Main St,Santa Ana,CA,92705,E,Public,6am-12am daily,,6,,33.777054,-117.870566,Free,Orange,06059
ELEC,California State University - Channel Islands,1 University Dr,Camarillo,CA,93012,E,Public,24 hours daily,,5,,34.16657602,-119.0458547,Free,Ventura,06111
ELEC,Brea Downtown Parking,101 S Brea Blvd,Brea,CA,92821,E,Public,Garage business hours; 4 hour parking limit,,4,,33.919899,-117.898618,Free,Orange,51137
ELEC,Brea Downtown Parking,101 S Brea Blvd,Brea,CA,92821,E,Public,Garage business hours; 4 hour parking limit,,4,,33.919899,-117.898618,Free,Orange,50017
ELEC,Brea Downtown Parking,101 S Brea Blvd,Brea,CA,92821,E,Public,Garage business hours; 4 hour parking limit,,4,,33.919899,-117.898618,Free,Orange,48361
ELEC,Brea Downtown Parking,101 S Brea Blvd,Brea,CA,92821,E,Public,Garage business hours; 4 hour parking limit,,4,,33.919899,-117.898618,Free,Orange,37135
ELEC,Brea Downtown Parking,101 S Brea Blvd,Brea,CA,92821,E,Public,Garage business hours; 4 hour parking limit,,4,,33.919899,-117.898618,Free,Orange,36071
ELEC,Brea Downtown Parking,101 S Brea Blvd,Brea,CA,92821,E,Public,Garage business hours; 4 hour parking limit,,4,,33.919899,-117.898618,Free,Orange,18117
ELEC,Brea Downtown Parking,101 S Brea Blvd,Brea,CA,92821,E,Public,Garage business hours; 4 hour parking limit,,4,,33.919899,-117.898618,Free,Orange,12095
ELEC,Brea Downtown Parking,101 S Brea Blvd,Brea,CA,92821,E,Public,Garage business hours; 4 hour parking limit,,4,,33.919899,-117.898618,Free,Orange,06059
ELEC,Home Depot,2745 Teller Rd,Newbury Park,CA,91320,E,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,4,2,,34.192178,-118.934793,Free,Ventura,06111
ELEC,Lake Casitas Municipal Water District - Recreational Area,Casitas Pass Rd & Baldwin Rd,Oak View,CA,93022,E,Public - Call ahead,8am-5pm daily,,1,,34.418322,-119.3368,Free,Ventura,06111
ELEC,San Dimas Park & Ride,205 S San Dimas Ave,San Dimas,CA,91773,E,Public,24 hours daily,,2,,34.105275,-117.809208,Free,Los Angeles,06037
ELEC,City of Pasadena - El Molino Lot,100 N El Molino Ave,Pasadena,CA,91101,E,Public,24 hours daily; pay lot,,2,,34.147709,-118.136621,Free,Los Angeles,06037
ELEC,Ventura County Government Center,800 S Victoria Ave,Ventura,CA,93009,E,Public,8am-5pm daily,,6,,34.267352,-119.2124,Free,Ventura,06111
ELEC,Ventura County Air Pollution Control District,669 County Square Dr,Ventura,CA,93003,E,Public,8am-5pm daily,,3,,34.268756,-119.2154,Free,Ventura,06111
ELEC,Pacific View Mall,3295 E Main St,Ventura,CA,93003,E,Public,24 hours daily,,2,,34.268,-119.2492,,Ventura,06111
ELEC,University of California - Davis Extension - Lot 80,1441 Research Park Dr,Davis,CA,95616,E,Public,24 hours daily,1,3,,38.539336,-121.732405,$9 parking fee,Yolo,06113
ELEC,Soquel & Front Garage,601 Front St,Santa Cruz,CA,95061,E,Public,24 hours daily,,5,,36.973393,-122.024849,Pay for garage' charging is free,Santa Cruz,06087
ELEC,Soquel & Front Garage,601 Front St,Santa Cruz,CA,95061,E,Public,24 hours daily,,5,,36.973393,-122.024849,Pay for garage' charging is free,Santa Cruz,04023
ELEC,Fair Oaks - Orangevale - Community Library,11601 Fair Oaks Blvd,Fair Oaks,CA,95628,E,Public,24 hours daily,,2,,38.66292,-121.2634,Free,Sacramento,06067
ELEC,Sutter Galleria Mall - University of California - Davis Extension,2901 K St,Sacramento,CA,95816,E,Public,24 hours daily; pay lot; visitor and student use only; Drivers must bring their own J1772 cordset for Level 1 charging,1,2,,38.57277,-121.467902,Free,Sacramento,06067
ELEC,North Highlands Library,4235 Antelope Rd,Antelope,CA,95843,E,Public,24 hours daily,,1,,38.7042,-121.365,Free,Sacramento,06067
ELEC,University of California - Davis - Medical Center,4860 Y St,Sacramento,CA,95817,E,Public,24 hours daily,,2,,38.552483,-121.4487,,Sacramento,06067
ELEC,City of Sacramento - Belle Cooledge Library,5600 S Land Park Dr,Sacramento,CA,95822,E,Public,24 hours daily,,2,,38.524403,-121.5112,Free,Sacramento,06067
ELEC,Mosquito Road Park and Ride,Mosquito Rd & Clay St,Placerville,CA,95667,E,Public,Lot business hours; overnight parking prohibited,,2,,38.73323,-120.78962,Free,El Dorado,06017
ELEC,City of Vacaville - Cultural Center,1000 Ulatis Dr,Vacaville,CA,95687,E,Public,24 hours daily,,1,,38.356027,-121.9628,Free,Solano,06095
ELEC,City of Vacaville - Regional Transport Center,190 Hickory Ln,Vacaville,CA,95688,E,Public,24 hours daily,,3,,38.35172,-121.987,Free,Solano,06095
ELEC,Office of Housing & Redevelopment,40 Eldridge Ave,Vacaville,CA,95688,E,Public,24 hours daily,,1,,38.356907,-122.001886,Free,Solano,06095
ELEC,KUIC Radio - Parking Lot,500 Catherine St,Vacaville,CA,95688,E,Public,24 hours daily,,1,,38.355867,-121.9862,Free,Solano,06095
ELEC,City of Vacaville - City Hall,650 Merchant St,Vacaville,CA,95688,E,Public,Primarily government use,,10,,38.351758,-121.994475,Free,Solano,06095
ELEC,Citrus Heights City Hall,6360 Fountain Square Dr,Citrus Heights,CA,95621,E,Public,24 hours daily,,2,,38.682605,-121.297614,Free,Sacramento,06067
ELEC,Pitt School Plaza,1440 Ary Ln,Dixon,CA,95620,E,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,1,,,38.457369,-121.842567,Free,Solano,06095
ELEC,El Dorado County Government Center,2850 Fairlane Ct,Placerville,CA,95667,E,Public,24 hours daily,,3,,38.72799,-120.828,Free,El Dorado,06017
ELEC,El Dorado Transit Park & Ride,4640 Post St,El Dorado Hills,CA,95762,E,Public,24 hours daily,,2,,38.6476,-121.067,Free,El Dorado,06017
ELEC,CVS Pharmacy,8455 Auburn-Folsom Rd,Granite Bay,CA,95746,E,Public,8am-10pm daily,,1,,38.74453,-121.17,Free,Placer,06061
ELEC,Carmichael Library,5605 Marconi Ave,Carmichael,CA,95608,E,Public,24 hours daily,,1,,38.618066,-121.334337,Free,Sacramento,06067
ELEC,Rio Vista City Hall,1 Main St,Rio Vista,CA,94571,E,Public,24 hours daily,,1,,38.15485,-121.69,Free,Solano,06095
ELEC,Fairfield City Hall,1000 Webster St,Fairfield,CA,94533,E,Public,24 hours daily,,2,,38.25281,-122.044229,Free,Solano,06095
ELEC,Solano Community College,4000 Suisun Valley Rd,Fairfield,CA,94534,E,Public,24 hours daily,,3,,38.23723,-122.123,Free,Solano,06095
ELEC,Vallejo Ferry Terminal,495 Mare Island Way,Vallejo,CA,94590,E,Public,24 hours daily,,,,38.105062,-122.265895,Free,Solano,06095
